Autonomie_batterie,Nb_coeurs,Marque,Ville_vente,Reconditionne,Garantie_disponible,Frequence_CPU,Nb_appareils_photo,Reconnaissance_faciale,Gamme,Etat_esthetique,Score_performance,Charge_rapide,Double_SIM,Stockage_interne,Prix
75.0,8,Honor,Rabat,0.0,1,1142.87,1,0.0,Entrée,93,75.83,0,1,512,3817.09
35.0,5,Samsung Galaxy,Rabat,1.0,1,856.19,3,1.0,Supérieure,78,68.7,0,1,1000,7645.15
37.0,1,Samsung Galaxy,Agadir,0.0,0,1247.05,4,1.0,Supérieure,66,89.02,0,0,512,8881.87
43.0,1,Xiaomi Redmi,Casablanca,0.0,1,1398.87,0,1.0,Moyenne,36,80.65,1,1,512,5819.77
59.0,3,Oppo,Casablanca,0.0,0,962.9,3,0.0,Moyenne,77,68.72,0,0,128,4891.8
50.0,3,Oppo,Casablanca,0.0,0,860.17,2,0.0,Entrée,20,73.31,0,0,128,3077.71
32.0,8,iPhone,Agadir,1.0,1,720.74,3,0.0,Premium,7,76.65,1,1,1000,10635.81
50.0,3,Xiaomi Redmi,Rabat,1.0,1,912.89,2,1.0,Moyenne,27,67.81,0,1,512,6500.26
49.0,2,Samsung Galaxy,Marrakech,0.0,1,1068.82,1,0.0,Supérieure,97,86.99,1,1,128,9644.95
,9,iPhone,Rabat,1.0,1,748.19,4,0.0,Premium,89,62.47,1,0,256,11567.61
71.0,4,Samsung Galaxy,Rabat,1.0,1,736.53,0,1.0,Supérieure,12,65.9,1,1,1000,7190.74
69.0,1,Samsung Galaxy,Casablanca,1.0,0,775.87,4,1.0,Supérieure,64,89.47,0,0,256,7473.29
53.0,6,Samsung Galaxy,Marrakech,0.0,0,833.19,3,0.0,Supérieure,57,85.68,0,1,256,8536.38
44.0,2,Honor,Agadir,1.0,1,1171.88,0,0.0,Entrée,25,63.43,0,1,128,3678.95
42.0,8,Oppo,Casablanca,0.0,0,1096.88,1,0.0,Moyenne,35,90.26,0,0,512,4924.88
41.0,6,Oppo,Rabat,1.0,1,853.51,2,1.0,Entrée,16,69.6,0,1,128,3758.41
41.0,5,Honor,Agadir,1.0,0,1030.73,4,1.0,Entrée,7,78.31,0,0,256,2776.06
57.0,6,Xiaomi Redmi,Rabat,0.0,0,916.7,1,1.0,Moyenne,10,97.28,1,1,1000,5213.66
40.0,8,iPhone,Marrakech,0.0,1,793.32,1,0.0,Premium,41,61.38,0,0,512,10860.34
56.0,3,Xiaomi Redmi,Agadir,0.0,0,756.8,4,1.0,Moyenne,48,92.41,1,0,512,4775.24
41.0,2,Honor,Casablanca,1.0,1,1269.26,4,0.0,Entrée,75,73.07,1,0,512,2827.78
54.0,7,Samsung Galaxy,Agadir,1.0,1,870.88,0,1.0,Supérieure,44,62.05,0,1,512,8057.6
51.0,6,iPhone,Marrakech,1.0,1,1097.87,4,0.0,Premium,82,60.16,0,1,512,11828.71
55.0,4,Xiaomi Redmi,Rabat,0.0,1,1286.34,1,1.0,Moyenne,69,66.36,0,0,512,6614.86
45.0,6,Xiaomi Redmi,Rabat,0.0,0,926.25,0,1.0,Moyenne,69,66.26,1,0,1000,6553.1
44.0,1,Samsung Galaxy,Agadir,1.0,0,1024.54,3,1.0,Supérieure,37,64.92,0,0,256,7231.2
61.0,5,Honor,Agadir,1.0,1,952.44,3,0.0,Moyenne,73,76.6,1,0,256,4231.45
55.0,4,Oppo,Casablanca,1.0,0,943.96,4,0.0,Entrée,67,54.22,0,1,1000,3825.81
59.0,8,Samsung Galaxy,Marrakech,1.0,1,995.47,1,1.0,Supérieure,69,77.61,1,0,512,8611.54
55.0,7,Honor,Rabat,1.0,1,1608.59,4,1.0,Entrée,55,76.73,1,0,256,3850.68
67.0,8,Xiaomi Redmi,Casablanca,0.0,0,339.62,2,0.0,Moyenne,69,56.26,1,0,1000,5681.77
70.0,4,Samsung Galaxy,Marrakech,1.0,0,714.47,3,1.0,Supérieure,14,100.42,1,0,1000,8611.12
67.0,8,Samsung Galaxy,Rabat,0.0,1,999.17,3,1.0,Supérieure,94,107.14,1,0,256,7898.07
42.0,4,Samsung Galaxy,Rabat,0.0,1,962.79,1,1.0,Supérieure,79,80.7,1,0,1000,9989.73
40.0,9,Samsung Galaxy,Marrakech,1.0,0,1179.72,1,0.0,Supérieure,75,92.12,1,0,128,9885.5
54.0,3,Xiaomi Redmi,Marrakech,0.0,0,590.52,1,1.0,Moyenne,12,66.17,0,0,128,6226.23
48.0,7,Xiaomi Redmi,Marrakech,0.0,0,1008.8,3,1.0,Moyenne,17,77.6,1,1,512,6227.11
52.0,8,Oppo,Casablanca,0.0,1,852.42,0,0.0,Moyenne,67,79.05,0,0,256,4615.3
41.0,5,Honor,Casablanca,1.0,1,1022.63,4,1.0,Moyenne,77,60.75,1,1,1000,4620.69
34.0,9,Xiaomi Redmi,Agadir,1.0,0,1092.56,0,0.0,Moyenne,39,57.31,1,1,256,5564.33
,2,iPhone,Casablanca,0.0,1,1235.3,2,0.0,Premium,2,73.98,1,1,512,11378.28
46.0,1,Honor,Casablanca,1.0,1,853.83,2,1.0,Entrée,2,78.28,0,1,128,3265.22
59.0,1,Oppo,Casablanca,0.0,1,840.83,0,1.0,Entrée,12,56.47,0,1,256,3141.29
32.0,3,Samsung Galaxy,Casablanca,1.0,1,854.63,2,0.0,Supérieure,38,57.01,1,0,256,7419.69
38.0,2,iPhone,Marrakech,1.0,0,961.96,4,1.0,Supérieure,75,90.61,1,1,1000,9487.35
59.0,1,Honor,Casablanca,1.0,0,757.92,1,0.0,Moyenne,51,98.26,0,1,256,4082.36
64.0,1,Xiaomi Redmi,Rabat,1.0,0,716.37,1,1.0,Moyenne,67,88.14,0,0,256,4520.83
42.0,7,Xiaomi Redmi,Rabat,1.0,1,1272.39,3,0.0,Moyenne,41,66.33,0,0,256,5314.54
47.0,4,iPhone,Rabat,0.0,1,890.51,2,0.0,Premium,19,69.71,0,1,512,11125.0
63.0,6,Samsung Galaxy,Rabat,1.0,1,1318.87,0,1.0,Supérieure,68,64.47,1,0,512,7441.53
50.0,1,iPhone,Agadir,0.0,0,844.95,3,0.0,Supérieure,7,71.72,0,0,512,9539.4
36.0,6,Honor,Agadir,0.0,0,995.6,0,1.0,Entrée,76,61.37,0,1,1000,3850.58
49.0,2,iPhone,Marrakech,1.0,1,776.68,3,1.0,Supérieure,50,52.76,1,0,1000,9473.57
66.0,4,iPhone,Agadir,0.0,1,1204.73,4,0.0,Supérieure,40,75.6,0,1,1000,9679.46
44.0,2,Oppo,Marrakech,0.0,0,1111.87,4,0.0,Entrée,9,64.27,1,1,256,3913.36
55.0,2,iPhone,Casablanca,1.0,0,1017.52,3,0.0,Premium,82,97.02,1,1,512,10345.02
52.0,7,Oppo,Casablanca,1.0,0,696.98,4,1.0,Entrée,71,74.57,0,0,128,3331.74
35.0,3,Samsung Galaxy,Agadir,0.0,0,1093.12,4,0.0,Supérieure,14,71.37,0,1,128,7641.64
37.0,5,Samsung Galaxy,Agadir,0.0,1,868.79,3,1.0,Supérieure,33,78.37,0,1,256,8970.43
54.0,6,Samsung Galaxy,Casablanca,0.0,1,1315.06,0,0.0,Supérieure,49,110.97,0,1,512,8957.54
43.0,9,Honor,Agadir,1.0,1,1244.28,4,1.0,Entrée,13,87.36,0,0,512,3026.73
35.0,3,Honor,Rabat,1.0,1,1071.43,3,0.0,Moyenne,79,100.42,1,1,1000,4133.9
26.0,4,Honor,Rabat,0.0,1,767.39,1,1.0,Moyenne,99,60.98,1,1,1000,4897.72
37.0,1,iPhone,Agadir,1.0,0,1047.0,1,0.0,Premium,83,57.83,0,1,128,10741.36
40.0,3,iPhone,Marrakech,1.0,1,566.85,0,0.0,Premium,9,57.79,0,1,128,10991.04
55.0,3,Honor,Marrakech,1.0,0,970.77,2,0.0,Entrée,52,80.32,0,1,256,3767.83
50.0,1,iPhone,Casablanca,0.0,1,1180.06,4,0.0,Supérieure,66,67.0,0,1,128,9699.5
36.0,3,Honor,Agadir,1.0,0,1476.96,4,1.0,Entrée,69,68.54,0,1,256,3054.9
38.0,3,Xiaomi Redmi,Rabat,0.0,0,916.08,0,1.0,Moyenne,30,33.84,1,0,1000,5566.74
56.0,4,Xiaomi Redmi,Marrakech,0.0,1,1036.67,2,0.0,Moyenne,48,64.87,1,0,512,5496.63
60.0,3,Honor,Casablanca,0.0,1,895.56,1,0.0,Entrée,66,79.62,0,1,512,2723.74
70.0,8,Oppo,Rabat,0.0,1,1419.51,3,1.0,Entrée,10,80.02,0,0,1000,3172.04
45.0,5,Oppo,Rabat,0.0,1,1183.2,4,0.0,Entrée,32,101.07,0,1,128,2859.7
60.0,9,iPhone,Agadir,0.0,1,1219.4,0,0.0,Supérieure,31,97.31,1,1,1000,9805.04
51.0,2,Honor,Casablanca,0.0,1,1159.3,4,1.0,Moyenne,91,109.27,0,1,128,4532.41
48.0,2,iPhone,Casablanca,0.0,1,1114.38,3,1.0,Supérieure,23,41.19,1,1,512,9947.34
47.0,7,iPhone,Marrakech,0.0,0,1031.09,1,1.0,Premium,6,84.83,0,1,1000,11282.56
62.0,4,Samsung Galaxy,Casablanca,1.0,1,1140.51,0,1.0,Supérieure,59,96.66,0,0,128,9116.12
53.0,6,iPhone,Agadir,0.0,1,1058.49,0,1.0,Premium,55,61.57,0,0,256,10167.55
39.0,7,Honor,Agadir,0.0,0,794.15,1,1.0,Entrée,44,84.46,0,1,256,3933.64
46.0,8,iPhone,Agadir,0.0,0,907.58,1,0.0,Supérieure,48,69.18,1,0,1000,9650.35
43.0,8,Xiaomi Redmi,Agadir,0.0,1,858.7,0,0.0,Moyenne,72,87.14,1,1,512,4546.18
34.0,6,Xiaomi Redmi,Rabat,0.0,1,791.62,0,1.0,Moyenne,77,79.76,1,1,128,5835.85
58.0,3,Honor,Casablanca,0.0,1,879.89,2,0.0,Entrée,22,72.24,0,1,256,2545.63
56.0,3,iPhone,Agadir,1.0,0,1115.9,3,0.0,Premium,86,81.73,1,1,1000,10288.92
41.0,2,Honor,Marrakech,1.0,0,1124.74,1,0.0,Moyenne,44,53.46,1,1,256,4093.66
43.0,1,iPhone,Agadir,0.0,1,986.33,3,1.0,Premium,27,59.77,0,0,256,10999.09
58.0,1,Honor,Marrakech,0.0,1,1098.6,3,1.0,Entrée,95,98.38,1,1,128,2514.5
57.0,8,Honor,Agadir,1.0,0,1223.81,4,1.0,Moyenne,65,75.74,0,0,1000,4456.48
56.0,2,Honor,Casablanca,1.0,0,1149.4,4,1.0,Moyenne,69,116.36,0,0,1000,4278.37
48.0,3,Xiaomi Redmi,Marrakech,1.0,1,1125.04,2,0.0,Moyenne,79,84.07,0,0,512,4601.16
50.0,9,Oppo,Rabat,0.0,0,945.26,2,1.0,Entrée,36,54.15,0,1,1000,2556.55
52.0,2,Honor,Marrakech,0.0,0,1111.45,3,1.0,Moyenne,24,78.88,0,0,128,4616.5
49.0,6,Honor,Casablanca,0.0,1,518.74,1,0.0,Entrée,98,57.54,1,1,1000,3124.5
51.0,8,Honor,Casablanca,1.0,0,1027.08,0,0.0,Entrée,93,81.75,0,0,512,2724.02
60.0,2,Honor,Casablanca,1.0,1,1078.34,1,0.0,Moyenne,97,83.11,0,0,1000,4730.63
44.0,5,Xiaomi Redmi,Rabat,0.0,0,1046.24,4,0.0,Moyenne,11,79.66,1,0,256,4930.26
55.0,1,Oppo,Marrakech,1.0,1,1207.03,2,0.0,Entrée,88,77.57,0,1,512,3202.79
37.0,6,iPhone,Marrakech,0.0,0,933.73,3,1.0,Premium,49,78.53,0,1,1000,10188.28
31.0,3,iPhone,Rabat,0.0,0,1158.09,2,0.0,Premium,71,54.62,1,0,1000,10523.76
61.0,6,Honor,Agadir,1.0,0,658.0,2,,Moyenne,17,34.51,0,0,1000,4746.02
70.0,7,Samsung Galaxy,Marrakech,,1,995.43,2,1.0,Supérieure,7,73.74,0,0,256,9563.95
49.0,9,Honor,Rabat,1.0,1,889.74,2,0.0,Moyenne,47,68.27,0,0,128,4297.87
34.0,4,Samsung Galaxy,Casablanca,0.0,0,1015.02,2,1.0,Supérieure,61,82.14,1,1,256,8933.24
50.0,2,Oppo,Agadir,1.0,0,671.12,3,1.0,Moyenne,66,86.3,1,0,128,4272.27
53.0,4,Honor,Rabat,1.0,0,781.67,3,1.0,Entrée,15,80.02,1,0,128,3507.23
55.0,6,iPhone,Agadir,1.0,1,1027.1,2,1.0,Supérieure,84,74.72,1,1,128,9919.13
41.0,2,iPhone,Marrakech,0.0,1,857.8,1,1.0,Premium,53,73.81,0,0,128,11223.58
45.0,3,Oppo,Casablanca,0.0,0,1208.59,1,0.0,Entrée,37,42.33,1,1,512,3618.94
60.0,5,Samsung Galaxy,Agadir,1.0,1,1063.79,4,0.0,Supérieure,46,79.38,1,1,512,8971.74
51.0,2,iPhone,Rabat,1.0,0,808.31,4,0.0,Supérieure,49,93.18,0,1,512,9619.75
59.0,5,iPhone,Casablanca,1.0,0,1001.92,0,0.0,Premium,86,63.62,1,1,256,10113.63
60.0,4,Xiaomi Redmi,Marrakech,1.0,1,1107.43,1,1.0,Moyenne,53,56.02,1,1,256,5542.2
48.0,3,Samsung Galaxy,Marrakech,0.0,0,1135.33,3,0.0,Supérieure,98,68.29,1,0,128,9866.95
53.0,1,iPhone,Rabat,1.0,1,1063.36,4,1.0,Premium,19,77.46,1,1,256,11480.81
66.0,2,Samsung Galaxy,Casablanca,0.0,1,994.16,0,0.0,Supérieure,16,65.03,1,1,256,8707.15
45.0,3,Samsung Galaxy,Agadir,0.0,1,873.63,2,1.0,Supérieure,19,93.89,0,1,128,7200.21
38.0,4,Oppo,Rabat,0.0,1,567.77,4,1.0,Entrée,63,70.67,1,1,512,3128.54
42.0,6,Samsung Galaxy,Marrakech,0.0,0,1069.86,4,0.0,Supérieure,20,73.67,1,0,256,8076.87
62.0,2,Honor,Marrakech,0.0,0,568.18,3,0.0,Entrée,86,53.6,0,0,128,3839.51
40.0,6,Samsung Galaxy,Marrakech,1.0,1,630.57,1,1.0,Supérieure,76,90.42,0,1,512,9017.27
50.0,3,Honor,Agadir,1.0,1,1222.16,2,0.0,Entrée,28,46.71,1,1,512,2776.38
70.0,6,Xiaomi Redmi,Casablanca,0.0,0,945.41,2,0.0,Moyenne,93,109.62,1,0,256,6667.5
54.0,1,Honor,Rabat,1.0,1,790.32,2,1.0,Entrée,98,65.47,1,1,256,3326.21
46.0,2,Honor,Agadir,1.0,1,1065.45,4,0.0,Moyenne,78,83.41,0,1,1000,4028.61
61.0,8,Oppo,Casablanca,0.0,1,1015.6,4,0.0,Entrée,15,92.54,1,0,128,3894.88
65.0,5,Honor,Rabat,1.0,0,945.75,1,0.0,Entrée,83,81.95,0,0,512,3016.83
45.0,5,Xiaomi Redmi,Agadir,0.0,0,1027.31,0,1.0,Moyenne,24,79.51,1,1,1000,6460.66
47.0,1,Honor,Rabat,1.0,1,487.66,4,0.0,Entrée,90,76.41,0,0,256,2748.77
29.0,1,Oppo,Agadir,1.0,0,1115.38,4,1.0,Entrée,69,75.97,0,0,256,3593.41
67.0,6,Oppo,Marrakech,0.0,1,1041.18,3,1.0,Moyenne,39,53.56,0,1,128,4451.88
65.0,9,Honor,Agadir,1.0,0,848.58,0,0.0,Entrée,47,72.13,0,1,256,2750.52
,6,Honor,Marrakech,1.0,0,1182.94,2,0.0,Entrée,54,95.86,0,1,1000,3647.59
54.0,9,Oppo,Marrakech,0.0,0,970.43,4,1.0,Entrée,11,89.28,1,1,512,3313.3
46.0,2,Honor,Marrakech,1.0,0,870.25,2,0.0,Moyenne,58,72.89,1,0,128,4816.79
67.0,7,Honor,Marrakech,1.0,1,1002.38,2,0.0,Entrée,90,86.99,1,1,1000,3189.57
43.0,7,Samsung Galaxy,Rabat,1.0,0,894.79,3,0.0,Supérieure,92,45.81,1,0,128,9854.67
49.0,8,Xiaomi Redmi,Agadir,1.0,1,1204.22,2,1.0,Moyenne,94,104.07,0,0,512,5016.55
41.0,8,Honor,Marrakech,0.0,0,1425.6,4,1.0,Entrée,69,56.81,0,0,128,3790.51
62.0,5,Samsung Galaxy,Rabat,1.0,1,1128.27,3,0.0,Supérieure,33,61.84,1,1,128,9469.4
36.0,1,Samsung Galaxy,Marrakech,1.0,0,956.91,4,1.0,Supérieure,12,79.52,1,0,256,9952.25
34.0,6,Oppo,Rabat,1.0,1,871.17,2,1.0,Entrée,57,57.84,0,1,512,2514.68
66.0,1,iPhone,Rabat,1.0,1,1408.26,2,1.0,Premium,7,77.11,0,0,1000,10677.4
49.0,6,Xiaomi Redmi,Casablanca,1.0,0,1066.6,2,0.0,Moyenne,61,73.73,0,1,1000,5349.24
,4,iPhone,Casablanca,0.0,1,1080.04,3,0.0,Premium,19,83.97,0,0,128,11332.83
45.0,6,Oppo,Marrakech,1.0,1,881.7,3,1.0,Moyenne,1,48.87,0,0,256,4111.8
55.0,1,Xiaomi Redmi,Marrakech,1.0,1,514.51,2,1.0,Moyenne,1,84.26,0,0,256,5719.34
61.0,2,Samsung Galaxy,Marrakech,1.0,1,788.34,2,1.0,Supérieure,31,60.13,1,1,256,9633.84
42.0,5,Oppo,Agadir,0.0,1,905.53,2,0.0,Entrée,60,95.51,1,0,256,3400.3
51.0,9,Xiaomi Redmi,Rabat,1.0,1,1018.46,1,1.0,Moyenne,54,93.43,0,1,256,4698.23
53.0,3,Xiaomi Redmi,Agadir,0.0,0,947.56,4,,Moyenne,19,74.2,1,0,1000,5204.48
36.0,1,Honor,Agadir,1.0,0,825.31,2,1.0,Entrée,49,74.45,0,1,128,3974.96
51.0,5,Oppo,Casablanca,0.0,0,703.06,3,1.0,Entrée,52,88.43,1,1,1000,3378.29
54.0,2,Oppo,Casablanca,1.0,0,946.15,4,1.0,Moyenne,39,98.18,1,0,256,4000.03
67.0,6,Samsung Galaxy,Casablanca,1.0,1,1131.24,1,0.0,Supérieure,77,59.63,0,0,128,9277.21
35.0,4,Samsung Galaxy,Marrakech,0.0,1,969.94,1,1.0,Supérieure,70,83.29,0,0,1000,7621.02
59.0,6,Oppo,Agadir,0.0,1,1182.77,0,0.0,Moyenne,81,89.5,0,0,512,4826.13
47.0,4,Oppo,Agadir,1.0,0,646.16,3,0.0,Entrée,60,83.13,1,1,1000,2823.91
54.0,9,Samsung Galaxy,Marrakech,0.0,0,634.03,3,1.0,Supérieure,41,92.21,1,0,128,8217.12
61.0,8,Honor,Agadir,1.0,0,803.36,3,0.0,Entrée,6,82.34,0,0,1000,3123.19
53.0,4,Samsung Galaxy,Casablanca,0.0,1,788.48,1,0.0,Supérieure,84,79.48,1,1,1000,7546.83
67.0,8,Samsung Galaxy,Casablanca,0.0,1,1135.57,0,1.0,Supérieure,56,59.86,1,0,1000,7195.08
64.0,7,Xiaomi Redmi,Rabat,0.0,0,1113.98,4,0.0,Moyenne,5,62.29,0,1,1000,6368.97
43.0,8,Honor,Agadir,1.0,1,949.56,3,0.0,Moyenne,74,76.3,0,1,128,4213.13
54.0,6,Samsung Galaxy,Rabat,1.0,0,593.58,0,0.0,Supérieure,22,87.02,0,1,512,7636.14
51.0,4,Honor,Agadir,1.0,0,1160.02,1,1.0,Moyenne,5,73.01,1,1,128,4955.34
43.0,7,Oppo,Agadir,1.0,1,1055.63,3,1.0,Moyenne,77,86.16,0,1,128,4684.44
42.0,1,Oppo,Rabat,0.0,1,858.38,3,0.0,Moyenne,40,87.52,1,1,512,4472.19
44.0,5,Oppo,Casablanca,1.0,0,1054.13,4,0.0,Entrée,52,94.47,1,0,128,3907.75
56.0,9,iPhone,Agadir,0.0,0,1245.16,2,0.0,Premium,83,82.98,1,0,512,11732.73
51.0,8,Samsung Galaxy,Casablanca,1.0,1,741.24,2,1.0,Supérieure,37,56.57,1,1,512,8454.49
59.0,3,iPhone,Marrakech,0.0,0,974.0,1,0.0,Supérieure,89,119.11,1,0,256,9125.86
45.0,2,Samsung Galaxy,Marrakech,1.0,1,1044.8,0,0.0,Supérieure,5,80.82,0,1,128,8499.87
50.0,5,Honor,Agadir,1.0,1,655.81,1,1.0,Moyenne,69,74.43,0,1,512,4426.16
70.0,7,Xiaomi Redmi,Marrakech,0.0,1,1055.35,4,1.0,Moyenne,50,70.13,0,1,128,5503.12
49.0,5,Samsung Galaxy,Rabat,0.0,1,1046.22,2,1.0,Supérieure,82,67.58,1,0,256,7927.11
58.0,2,Oppo,Rabat,1.0,1,1085.72,4,1.0,Moyenne,45,88.84,0,0,512,4215.2
39.0,6,Samsung Galaxy,Agadir,0.0,1,910.83,2,1.0,Supérieure,49,36.01,0,1,128,8529.77
44.0,8,Honor,Marrakech,,0,768.42,4,1.0,Moyenne,76,81.58,0,1,128,4849.08
54.0,1,Oppo,Rabat,0.0,0,1384.4,3,1.0,Moyenne,97,60.22,1,0,128,4090.54
63.0,9,iPhone,Marrakech,0.0,0,1141.15,3,1.0,Premium,35,56.98,1,0,128,11797.12
56.0,5,iPhone,Casablanca,0.0,1,982.29,3,1.0,Premium,54,90.81,0,0,128,10376.25
29.0,1,Oppo,Rabat,0.0,1,1046.75,0,0.0,Moyenne,54,52.7,1,0,512,4285.02
58.0,9,Oppo,Marrakech,1.0,0,872.41,0,0.0,Entrée,13,70.87,0,1,128,3647.28
45.0,7,Samsung Galaxy,Casablanca,1.0,1,1020.66,2,0.0,Supérieure,49,72.54,1,1,1000,8107.99
60.0,7,Oppo,Rabat,0.0,1,505.86,4,1.0,Entrée,18,61.11,1,1,128,3415.61
53.0,8,iPhone,Rabat,0.0,1,968.33,3,0.0,Premium,7,107.4,0,1,256,10696.95
44.0,5,Samsung Galaxy,Rabat,1.0,0,960.23,2,1.0,Supérieure,35,78.58,1,1,128,7228.72
62.0,4,Xiaomi Redmi,Rabat,0.0,0,940.41,2,0.0,Moyenne,7,74.95,0,1,1000,4596.46
53.0,3,iPhone,Marrakech,1.0,0,791.33,4,1.0,Supérieure,46,103.61,0,0,256,9344.2
60.0,9,Samsung Galaxy,Rabat,0.0,1,1183.7,3,1.0,Supérieure,88,76.61,0,1,128,8796.99
45.0,2,iPhone,Casablanca,1.0,0,825.54,2,1.0,Supérieure,30,72.93,1,0,128,9251.72
44.0,7,Oppo,Rabat,1.0,0,1284.72,1,1.0,Entrée,30,93.37,1,0,1000,3461.05
45.0,4,Oppo,Marrakech,0.0,0,1240.98,2,0.0,Entrée,28,66.58,1,1,128,2509.09
50.0,2,Samsung Galaxy,Marrakech,1.0,0,1225.1,4,1.0,Supérieure,22,96.11,1,1,1000,9147.85
47.0,1,Samsung Galaxy,Rabat,1.0,1,1018.93,3,1.0,Supérieure,57,69.64,0,0,128,8735.19
47.0,1,iPhone,Agadir,0.0,0,892.98,0,0.0,Supérieure,86,80.66,1,0,1000,9703.41
51.0,4,Samsung Galaxy,Agadir,1.0,1,912.12,4,0.0,Supérieure,14,88.44,1,0,512,7239.75
45.0,5,Oppo,Agadir,1.0,1,919.87,0,1.0,Moyenne,65,74.12,1,1,1000,4331.99
34.0,5,Honor,Casablanca,,0,1123.35,4,0.0,Moyenne,70,70.36,1,0,128,4476.13
54.0,4,Xiaomi Redmi,Marrakech,1.0,0,1302.04,3,1.0,Moyenne,26,75.76,1,1,512,4827.75
52.0,3,iPhone,Rabat,0.0,1,1205.03,1,0.0,Supérieure,7,53.62,0,1,512,9896.9
47.0,5,Xiaomi Redmi,Agadir,1.0,1,953.07,3,1.0,Moyenne,58,84.21,0,1,1000,6072.81
53.0,8,Samsung Galaxy,Rabat,0.0,0,1514.46,0,0.0,Supérieure,97,101.78,1,1,1000,8840.36
50.0,6,Honor,Marrakech,0.0,0,1020.78,2,1.0,Entrée,81,74.08,1,1,256,3927.64
40.0,1,Xiaomi Redmi,Rabat,1.0,1,1081.43,4,1.0,Moyenne,1,77.92,1,0,1000,5805.33
52.0,3,Samsung Galaxy,Casablanca,1.0,0,1366.08,1,1.0,Supérieure,42,72.3,0,1,128,9723.8
33.0,7,Honor,Rabat,1.0,0,1045.39,2,0.0,Moyenne,73,66.07,1,0,1000,4055.67
60.0,8,Xiaomi Redmi,Agadir,1.0,1,1083.67,1,0.0,Moyenne,78,79.55,1,0,256,5841.92
35.0,5,Samsung Galaxy,Agadir,0.0,1,1348.84,1,0.0,Supérieure,65,69.01,0,1,256,7755.73
42.0,9,Samsung Galaxy,Marrakech,0.0,0,934.37,1,1.0,Supérieure,56,76.78,0,0,512,9553.63
51.0,8,iPhone,Casablanca,0.0,1,863.52,0,1.0,Premium,68,81.89,1,0,128,10794.17
59.0,6,Samsung Galaxy,Marrakech,0.0,1,1017.88,3,1.0,Supérieure,22,77.31,0,0,128,7227.01
34.0,5,Xiaomi Redmi,Casablanca,1.0,0,1017.92,0,1.0,Moyenne,78,54.82,0,0,256,5832.55
55.0,7,iPhone,Rabat,0.0,1,1007.71,4,1.0,Supérieure,55,76.19,1,1,256,9966.25
65.0,1,Honor,Marrakech,1.0,1,956.94,2,0.0,Moyenne,53,77.07,0,1,128,4419.68
70.0,8,iPhone,Agadir,0.0,0,1257.0,0,0.0,Supérieure,91,71.33,0,1,128,9040.73
58.0,6,Honor,Rabat,0.0,1,985.3,1,0.0,Entrée,74,93.83,0,1,128,3206.5
60.0,9,Honor,Marrakech,0.0,0,586.64,1,0.0,Entrée,85,70.25,1,0,256,3226.59
33.0,4,Samsung Galaxy,Rabat,0.0,1,1063.7,1,1.0,Supérieure,75,77.06,0,1,1000,8117.3
58.0,2,iPhone,Marrakech,1.0,0,924.05,3,0.0,Supérieure,6,78.88,0,0,1000,9213.68
54.0,1,Honor,Marrakech,1.0,1,1130.35,1,0.0,Entrée,16,73.75,0,0,256,3169.74
49.0,6,Honor,Marrakech,0.0,0,1105.27,2,1.0,Moyenne,49,47.19,1,0,256,4407.4
31.0,9,Samsung Galaxy,Casablanca,0.0,0,982.15,3,0.0,Supérieure,92,91.74,0,0,512,8241.39
53.0,9,iPhone,Casablanca,1.0,1,1115.87,1,0.0,Supérieure,30,58.19,1,0,512,9720.75
61.0,7,iPhone,Marrakech,1.0,1,953.57,0,0.0,Premium,96,80.25,0,1,128,11343.63
46.0,3,iPhone,Rabat,1.0,0,963.69,2,1.0,Premium,78,77.93,1,1,1000,10988.62
42.0,1,Oppo,Rabat,0.0,0,1285.48,0,0.0,Moyenne,22,64.95,1,0,256,4597.89
69.0,9,Honor,Casablanca,1.0,0,741.56,1,0.0,Moyenne,91,82.8,0,0,1000,4696.4
62.0,4,Xiaomi Redmi,Marrakech,1.0,1,1095.16,0,0.0,Moyenne,46,98.01,1,0,512,4909.59
32.0,5,Oppo,Agadir,1.0,0,942.31,1,1.0,Moyenne,82,84.44,0,1,512,4174.77
49.0,5,Xiaomi Redmi,Casablanca,1.0,0,1274.16,0,0.0,Moyenne,92,53.89,0,1,256,6514.64
59.0,8,Samsung Galaxy,Agadir,1.0,0,1397.19,2,0.0,Supérieure,62,90.35,0,0,1000,7261.74
62.0,7,Honor,Rabat,0.0,1,1200.54,2,1.0,Moyenne,63,64.29,1,0,1000,4459.22
63.0,4,Samsung Galaxy,Casablanca,0.0,1,1269.73,2,0.0,Supérieure,97,62.23,0,0,128,8094.63
56.0,2,Honor,Marrakech,1.0,1,1223.35,0,1.0,Moyenne,94,67.81,1,1,128,4010.79
56.0,6,iPhone,Marrakech,1.0,1,935.72,4,1.0,Supérieure,76,77.7,0,0,1000,9640.07
55.0,6,Honor,Marrakech,1.0,0,854.38,3,0.0,Entrée,65,60.65,0,1,1000,3488.2
52.0,5,Xiaomi Redmi,Marrakech,0.0,0,927.57,4,0.0,Moyenne,59,96.41,0,0,512,6000.93
32.0,7,Samsung Galaxy,Agadir,1.0,0,1176.96,3,1.0,Supérieure,21,82.94,0,0,256,7332.05
